prix,Kilométrage,Année,Transmission,Carburant,CV,premierMain,marque,modele
153000,149000,2015,Manuelle,Diesel,6,0,FORD,FOCUS
490000,79000,2018,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
184000,199000,2016,Automatique,Diesel,8,0,JEEP,CHEROKEE
250000,150000,2017,Automatique,Diesel,7,1,HYUNDAI,TUCSON
268000,67000,2022,Automatique,Diesel,6,1,HYUNDAI,TUCSON
400000,89000,2016,Automatique,Diesel,8,0,AUDI,Q5
263000,86000,2021,Automatique,Diesel,6,1,HYUNDAI,TUCSON
130000,89000,2020,Manuelle,Diesel,6,0,DACIA,LOGAN
199000,44000,2018,Automatique,Hybride,10,0,TOYOTA,C-HR
340000,119000,2020,Automatique,Diesel,8,0,BMW,X1
413000,109000,2019,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
275000,79000,2023,Automatique,Diesel,6,1,PEUGEOT,308
420000,136000,2020,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
130000,246000,2009,Automatique,Diesel,9,1,VOLKSWAGEN,PASSAT CC
198000,30000,2022,Automatique,Essence,9,0,CHERY,TIGGO 7 PRO
222000,62000,2022,Manuelle,Diesel,8,1,SKODA,OCTAVIA
165000,129000,2019,Manuelle,Diesel,8,0,VOLKSWAGEN,GOLF 7
180000,64000,2018,Manuelle,Diesel,6,0,OPEL,INSIGNIA
182000,59000,2020,Automatique,Diesel,6,1,DACIA,DUSTER
335000,84000,2020,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER
75000,179000,2009,Manuelle,Diesel,7,0,RENAULT,MEGANE
275000,34000,2022,Automatique,Hybride,8,1,HYUNDAI,KONA
275000,109000,2020,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
113000,139000,2016,Manuelle,Diesel,6,0,RENAULT,CLIO
210000,39000,2021,Manuelle,Diesel,8,0,SKODA,OCTAVIA
229000,159000,2021,Automatique,Diesel,6,0,FORD,KUGA
315000,129000,2021,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
187000,89000,2020,Manuelle,Diesel,8,0,SKODA,OCTAVIA
170000,119000,2017,Automatique,Diesel,12,1,JEEP,GRAND CHEROKEE
125000,139000,2018,Manuelle,Diesel,6,1,NISSAN,MICRA
420000,139000,2021,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
250000,179000,2020,Automatique,Diesel,6,1,HYUNDAI,TUCSON
199000,109000,2022,Automatique,Hybride,10,0,TOYOTA,COROLLA
179000,119000,2020,Automatique,Diesel,6,0,OPEL,ASTRA
305000,119000,2021,Automatique,Diesel,8,0,PEUGEOT,3008
245000,109000,2021,Automatique,Diesel,6,0,FORD,KUGA
490000,79000,2021,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
230000,99000,2016,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
189000,79000,2021,Automatique,Diesel,6,1,RENAULT,MEGANE
185000,89000,2021,Automatique,Diesel,6,0,HYUNDAI,ACCENT
440000,109000,2019,Automatique,Diesel,8,1,AUDI,Q5
197000,179000,2016,Automatique,Diesel,6,1,VOLKSWAGEN,GOLF 7
137000,109000,2022,Manuelle,Diesel,6,0,DACIA,LOGAN
138000,139000,2019,Automatique,Diesel,6,1,RENAULT,CLIO
218000,179000,2017,Manuelle,Diesel,8,1,VOLKSWAGEN,CADDY
123000,189000,2015,Manuelle,Diesel,6,0,SEAT,TOLEDO
215000,89000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,COCCINELLE
205000,110000,2020,Automatique,Diesel,6,0,JEEP,RENEGADE
275000,79000,2023,Automatique,Diesel,6,1,PEUGEOT,308
169000,9000,2024,Automatique,Essence,7,1,FIAT,500
157000,24000,2024,Manuelle,Diesel,6,1,FIAT,FIORINO
142000,64000,2017,Manuelle,Diesel,6,1,FORD,FOCUS
144000,109000,2019,Manuelle,Diesel,6,0,PEUGEOT,2008
164000,189000,2015,Automatique,Diesel,6,1,VOLKSWAGEN,TOURAN
189000,109000,2018,Automatique,Diesel,8,1,RENAULT,KADJAR
169000,74000,2022,Manuelle,Diesel,6,1,RENAULT,CLIO
157000,19000,2024,Automatique,Essence,6,1,HYUNDAI,I10
379000,44000,2023,Automatique,Diesel,6,1,VOLKSWAGEN,TIGUAN
260000,139000,2015,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE GLA
220000,109000,2020,Automatique,Diesel,6,0,PEUGEOT,2008
144000,109000,2019,Manuelle,Diesel,6,0,PEUGEOT,2008
304000,149000,2017,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
189000,59000,2023,Manuelle,Diesel,6,1,CITROEN,BERLINGO
154000,199000,2017,Automatique,Diesel,8,0,FIAT,FREEMONT
398000,119000,2016,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER SPORT
187000,99000,2019,Automatique,Diesel,6,0,JEEP,RENEGADE
227000,59000,2022,Automatique,Diesel,6,1,RENAULT,MEGANE
287000,159000,2017,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
257000,29000,2023,Automatique,Hybride,10,1,TOYOTA,COROLLA
187000,199000,2017,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
259000,4000,2024,Automatique,Essence,6,1,VOLKSWAGEN,POLO
224000,79000,2020,Manuelle,Diesel,6,0,OPEL,GRANDLAND
134000,249000,2016,Manuelle,Diesel,8,0,SKODA,OCTAVIA
359000,199000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
204000,99000,2021,Manuelle,Diesel,6,0,OPEL,GRANDLAND
169000,169000,2017,Automatique,Diesel,8,0,JEEP,CHEROKEE
277000,69000,2023,Automatique,Diesel,6,1,HYUNDAI,CRETA
255000,109000,2016,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
465000,56000,2018,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE C
337000,89000,2018,Automatique,Diesel,6,0,VOLKSWAGEN,GOLF 7
120000,169000,2020,Automatique,Diesel,6,1,CITROEN,C4
120000,77000,2017,Manuelle,Diesel,6,1,SEAT,IBIZA
110000,390000,2013,Automatique,Diesel,6,0,DACIA,DUSTER
350000,109000,2019,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE GLC
144000,109000,2019,Manuelle,Diesel,6,0,PEUGEOT,2008
175000,59000,2021,Manuelle,Diesel,6,0,RENAULT,MEGANE
240000,34000,2023,Manuelle,Diesel,6,1,JEEP,RENEGADE
230000,119000,2017,Automatique,Diesel,8,0,AUDI,A4
224000,74000,2022,Automatique,Essence,6,1,NISSAN,JUKE
320000,109000,2019,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
355000,29000,2022,Automatique,Hybride,14,0,TOYOTA,RAV-4
90000,109000,2018,Manuelle,Diesel,7,1,OPEL,ADAM
270000,136000,2019,Automatique,Diesel,9,1,HYUNDAI,SANTA FE
142000,149000,2017,Manuelle,Diesel,6,1,RENAULT,MEGANE
350000,139000,2019,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
224000,74000,2022,Automatique,Essence,6,1,NISSAN,JUKE
333000,84000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
162000,74000,2022,Manuelle,Diesel,6,1,RENAULT,CLIO
119000,74000,2019,Manuelle,Essence,7,1,OPEL,ADAM
139000,24000,2022,Automatique,Essence,6,1,DACIA,SANDERO
277000,69000,2023,Automatique,Diesel,6,1,HYUNDAI,CRETA
193000,119000,2022,Automatique,Diesel,6,1,DACIA,DUSTER
325000,49000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
245000,79000,2021,Automatique,Diesel,6,1,HYUNDAI,TUCSON
349000,24000,2023,Automatique,Diesel,8,1,PEUGEOT,5008
175000,199000,2016,Automatique,Diesel,8,0,DS,DS5
153000,149000,2015,Manuelle,Diesel,6,0,FORD,FOCUS
335000,159000,2020,Automatique,Diesel,8,0,BMW,X3
275000,99000,2019,Automatique,Diesel,8,1,DS,AUTRE
280000,249000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
158000,129000,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
485000,69000,2021,Automatique,Essence,11,1,MERCEDES-BENZ,CLASSE A
362999,159000,2020,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE A
194999,49000,2021,Manuelle,Diesel,6,1,RENAULT,CAPTUR
230000,129000,2019,Automatique,Diesel,8,1,PEUGEOT,3008
380000,139000,2019,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE C
200000,84000,2018,Manuelle,Diesel,6,1,NISSAN,QASHQAI
268000,119000,2021,Automatique,Diesel,8,1,VOLKSWAGEN,PASSAT
210000,167000,2017,Automatique,Diesel,9,0,FORD,RANGE ROVERR
315000,64000,2018,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
285000,119000,2018,Automatique,Diesel,8,0,VOLVO,XC60
300000,109000,2019,Automatique,Diesel,8,0,VOLVO,XC40
460000,44000,2021,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
105000,129000,2014,Manuelle,Essence,9,0,MINI,COUNTRYMAN
175000,150000,2017,Manuelle,Diesel,6,1,NISSAN,QASHQAI
120000,99000,2016,Manuelle,Diesel,6,0,HYUNDAI,ACCENT
157000,165000,2018,Manuelle,Diesel,8,1,VOLKSWAGEN,JETTA
220000,100000,2022,Automatique,Diesel,6,0,PEUGEOT,2008
145000,200000,2012,Automatique,Diesel,9,0,MERCEDES-BENZ,220
315000,45000,2020,Automatique,Diesel,8,1,JAGUAR,E-PACE
80000,304244,2007,Manuelle,Diesel,6,0,RENAULT,KANGOO
320000,84000,2020,Automatique,Diesel,8,0,VOLVO,S90
177000,129000,2020,Manuelle,Diesel,6,0,PEUGEOT,308
165000,34000,2022,Manuelle,Diesel,6,0,PEUGEOT,208
199000,119000,2014,Automatique,Diesel,11,0,MASERATI,GHIBLI
198000,84000,2020,Automatique,Diesel,8,0,VOLKSWAGEN,JETTA
195000,119000,2020,Automatique,Diesel,8,0,SKODA,OCTAVIA
170000,119000,2018,Manuelle,Diesel,6,0,OPEL,INSIGNIA
430000,119000,2016,Automatique,Diesel,12,0,PORSCHE,MACAN
198000,4000,2024,Manuelle,Diesel,6,1,OPEL,CORSA
275000,99000,2017,Automatique,Diesel,8,0,BMW,SERIE 4
330000,129000,2019,Automatique,Diesel,8,0,BMW,SERIE 5
213000,159000,2017,Automatique,Diesel,8,0,AUDI,Q2
155000,109000,2021,Manuelle,Diesel,6,1,RENAULT,CLIO
185000,205000,2013,Automatique,Diesel,8,0,HYUNDAI,SANTA FE
225000,139000,2018,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
190000,149000,2016,Automatique,Diesel,6,0,NISSAN,QASHQAI
425000,149000,2019,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
185000,189000,2016,Automatique,Diesel,9,0,LAND-ROVER,DISCOVERY SPORT
185000,14000,2023,Manuelle,Diesel,6,1,OPEL,CORSA
328000,79000,2023,Automatique,Diesel,8,1,VOLKSWAGEN,T-ROC
194000,94000,2022,Automatique,Diesel,7,1,DACIA,DUSTER
169000,74000,2022,Manuelle,Diesel,6,1,RENAULT,CLIO
340000,74000,2022,Automatique,Diesel,12,1,JEEP,GRAND CHEROKEE
245000,149000,2019,Automatique,Diesel,8,0,AUDI,A3
153000,109000,2021,Manuelle,Diesel,6,1,RENAULT,EXPRESS
470000,34000,2023,Automatique,Electrique,9,0,HYUNDAI,AUTRE
213000,29000,2022,Automatique,Essence,8,0,FIAT,500X
230000,99000,2016,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
100000,150000,2013,Manuelle,Diesel,5,0,VOLKSWAGEN,POLO
305000,100000,2018,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
435000,74000,2018,Automatique,Diesel,8,1,AUDI,Q5
210000,126000,2017,Automatique,Diesel,6,1,HYUNDAI,TUCSON
230000,69000,2022,Automatique,Diesel,6,1,HYUNDAI,CRETA
205000,104000,2019,Automatique,Hybride,10,1,TOYOTA,C-HR
230000,139000,2021,Automatique,Hybride,10,1,TOYOTA,C-HR
150000,249000,2012,Automatique,Diesel,8,1,BMW,SERIE 3
205000,109000,2018,Manuelle,Diesel,6,0,PEUGEOT,3008
365000,79000,2020,Manuelle,Diesel,8,0,BMW,X3
435000,129000,2023,Automatique,Diesel,8,1,VOLVO,S90
106500,117000,2014,Manuelle,Diesel,5,0,FIAT,500L
333000,84000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
72000,249000,2007,Manuelle,Diesel,8,0,SEAT,ALTEA
310000,99000,2020,Automatique,Diesel,8,0,BMW,SERIE 3
160000,99000,2022,Manuelle,Diesel,6,0,RENAULT,EXPRESS
175000,34000,2019,Automatique,Essence,8,1,HONDA,HR-V
469000,109000,2019,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
179000,69000,2023,Automatique,Diesel,6,1,HYUNDAI,ACCENT
234000,84000,2020,Automatique,Hybride,10,1,TOYOTA,C-HR
273000,54000,2019,Automatique,Diesel,8,1,PEUGEOT,3008
220000,79000,2018,Automatique,Diesel,8,0,RENAULT,KOLEOS
400000,19000,2024,Automatique,Diesel,8,1,SEAT,TARRACO
365000,54000,2020,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
137000,89000,2019,Manuelle,Diesel,6,0,FORD,FIESTA
233000,223000,2014,Automatique,Diesel,8,0,AUDI,Q5
195000,49000,2021,Manuelle,Diesel,6,1,RENAULT,CAPTUR
259999,49000,2023,Automatique,Diesel,6,1,CITROEN,C5
120000,36000,2021,Manuelle,Essence,6,1,KIA,PICANTO
205000,110000,2020,Automatique,Diesel,6,0,JEEP,RENEGADE
240000,105000,2018,Manuelle,Diesel,10,0,TOYOTA,HILUX
124000,39000,2022,Manuelle,Essence,6,0,KIA,PICANTO
449000,39000,2023,Automatique,Diesel,9,0,ALFA-ROMEO,STELVIO
415000,109000,2021,Automatique,Diesel,8,0,BMW,SERIE 5
380000,43000,2023,Automatique,Diesel,8,1,CUPRA,FORMENTOR
140000,90000,2018,Manuelle,Diesel,6,1,FORD,FIESTA
92000,170000,2018,Manuelle,Diesel,5,0,FIAT,FIORINO
360000,120000,2019,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
225000,154000,2014,Automatique,Essence,11,1,VOLKSWAGEN,GOLF 7
225000,139000,2018,Automatique,Diesel,9,0,HYUNDAI,SANTA FE
159000,99000,2021,Automatique,Diesel,6,0,DACIA,DUSTER
162000,14000,2024,Manuelle,Diesel,6,0,RENAULT,EXPRESS
148000,109000,2022,Manuelle,Diesel,6,0,RENAULT,CLIO
186000,129000,2018,Manuelle,Diesel,6,1,FORD,KUGA
160000,139000,2020,Automatique,Diesel,6,1,HYUNDAI,ACCENT
270000,54000,2024,Automatique,Hybride,10,0,TOYOTA,COROLLA
189000,199000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,PASSAT
130000,30000,2021,Manuelle,Essence,6,1,TOYOTA,YARIS
305000,39000,2021,Automatique,Diesel,6,1,BMW,SERIE 2
210000,58000,2022,Manuelle,Diesel,6,1,RENAULT,CAPTUR
239000,94000,2023,Automatique,Essence,6,1,NISSAN,QASHQAI
154000,99000,2021,Automatique,Diesel,6,1,RENAULT,CLIO
187000,99000,2021,Automatique,Diesel,6,1,DACIA,DUSTER
170000,34000,2023,Manuelle,Diesel,6,1,RENAULT,CLIO
229000,109000,2021,Automatique,Diesel,6,1,KIA,SELTOS
230000,159000,2018,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
170000,169000,2013,Automatique,Diesel,8,0,BMW,X3
267000,94000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
278000,79000,2022,Automatique,Diesel,6,1,KIA,SPORTAGE
370000,139000,2022,Automatique,Diesel,8,0,AUDI,A6
285000,179000,2018,Automatique,Diesel,8,0,VOLVO,XC90
150000,149000,2018,Automatique,Diesel,8,0,VOLKSWAGEN,JETTA
260000,79000,2020,Automatique,Diesel,8,0,RENAULT,KOLEOS
300000,70000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
360000,186000,2017,Automatique,Diesel,8,1,BMW,X5
125000,12000,2019,Manuelle,Essence,6,1,TOYOTA,YARIS
265000,125000,2018,Automatique,Diesel,9,1,LAND-ROVER,RANGE ROVER EVOQUE
265000,9760,2023,Automatique,Diesel,8,1,SEAT,ALTEA
59000,124000,2013,Manuelle,Essence,5,0,PEUGEOT,208
170000,275000,2012,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE E
179000,310000,2013,Manuelle,Diesel,8,0,AUDI,A3
315000,109000,2021,Automatique,Diesel,8,1,BMW,SERIE 4
179000,54000,2020,Automatique,Diesel,6,0,ALFA-ROMEO,GIULIETTA
69000,29000,2023,Automatique,Electrique,5,0,CITROEN,AMI
130000,101000,2018,Manuelle,Diesel,6,1,FIAT,TIPO
285000,84000,2018,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
255000,59000,2022,Automatique,Diesel,6,0,KIA,CEED
230000,99000,2016,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
198000,66000,2020,Automatique,Essence,11,0,FIAT,500
150000,249000,2012,Automatique,Diesel,8,1,BMW,SERIE 3
320000,41000,2022,Automatique,Diesel,8,1,VOLKSWAGEN,GOLF 8
158000,129000,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
260000,119000,2019,Automatique,Diesel,8,0,JAGUAR,XF
169000,79000,2023,Manuelle,Diesel,6,1,DACIA,DUSTER
349000,24000,2023,Automatique,Diesel,8,1,PEUGEOT,5008
326000,64000,2021,Automatique,Diesel,6,1,PEUGEOT,3008
170000,14000,2023,Manuelle,Diesel,6,1,RENAULT,CLIO
174000,24000,2023,Manuelle,Diesel,6,1,PEUGEOT,208
138000,149000,2018,Manuelle,Diesel,6,1,FIAT,500X
115000,119000,2019,Manuelle,Diesel,6,0,PEUGEOT,208
240000,59000,2021,Automatique,Diesel,6,0,RENAULT,MEGANE
143000,94000,2016,Manuelle,Diesel,8,1,ALFA-ROMEO,GIULIETTA
305000,69000,2022,Automatique,Diesel,6,0,HYUNDAI,TUCSON
83000,99000,2019,Manuelle,Essence,7,1,FIAT,PANDA
178000,149000,2019,Automatique,Diesel,6,0,HYUNDAI,CRETA
145000,89000,2018,Automatique,Diesel,6,0,FIAT,TIPO
365000,160000,2020,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE A
175000,179000,2017,Automatique,Diesel,8,0,JEEP,CHEROKEE
120000,84000,2022,Automatique,Essence,6,0,DACIA,LOGAN
275000,99000,2019,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE CLA
310000,119000,2018,Automatique,Diesel,9,0,MERCEDES-BENZ,CLASSE C
145000,149000,2018,Manuelle,Diesel,6,0,FIAT,500X
300000,90000,2019,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
200000,140000,2019,Manuelle,Diesel,6,0,NISSAN,X-TRAIL
360000,102000,2018,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
112000,150000,2021,Manuelle,Diesel,6,0,RENAULT,EXPRESS
210000,109000,2016,Automatique,Diesel,6,0,MERCEDES-BENZ,CLASSE A
97000,120000,2018,Manuelle,Diesel,6,0,FIAT,FIORINO
157000,115000,2017,Automatique,Diesel,8,0,FORD,FUSION
370000,249965,2014,Automatique,Hybride,34,0,CADILLAC,ESCALADE
172500,150000,2019,Automatique,Diesel,7,0,DACIA,DUSTER
118000,2793,2019,Manuelle,Essence,6,0,TOYOTA,YARIS
168000,14000,2023,Manuelle,Diesel,6,1,PEUGEOT,208
430000,119000,2016,Automatique,Diesel,12,0,PORSCHE,MACAN
186000,109000,2018,Manuelle,Diesel,8,0,FORD,KUGA
120000,159000,2016,Manuelle,Diesel,6,1,PEUGEOT,2008
205000,139000,2017,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
310000,79000,2013,Automatique,Diesel,12,0,PORSCHE,CAYENNE
158000,129000,2019,Manuelle,Diesel,6,1,RENAULT,MEGANE
170000,139000,2016,Automatique,Diesel,8,0,MINI,COUNTRYMAN
187000,89000,2020,Manuelle,Diesel,8,0,SKODA,OCTAVIA
229000,54000,2022,Automatique,Essence,8,1,JEEP,COMPASS
224000,74000,2022,Automatique,Essence,6,1,NISSAN,JUKE
195000,119000,2018,Manuelle,Diesel,6,0,MINI,COUNTRYMAN
234000,74000,2023,Automatique,Diesel,6,1,RENAULT,MEGANE
186000,14000,2023,Manuelle,Diesel,6,1,OPEL,CORSA
213000,29000,2022,Automatique,Essence,8,0,FIAT,500X
415000,84000,2020,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER
260000,189000,2016,Automatique,Diesel,8,0,BMW,X5
420000,74000,2019,Automatique,Diesel,12,0,LAND-ROVER,RANGE ROVER
265000,139000,2017,Automatique,Diesel,8,0,BMW,X3
185000,19000,2024,Manuelle,Diesel,6,0,CITROEN,BERLINGO
255000,59000,2022,Automatique,Diesel,6,0,KIA,CEED
160000,189000,2018,Automatique,Diesel,6,0,RENAULT,MEGANE
380000,159000,2021,Automatique,Electrique,4,1,TESLA,AUTRE
215000,99000,2020,Automatique,Diesel,8,1,CITROEN,C5
330000,129000,2019,Automatique,Diesel,11,0,JEEP,WRANGLER
305000,69000,2022,Automatique,Diesel,6,1,HYUNDAI,TUCSON
215000,109000,2020,Automatique,Diesel,8,1,CITROEN,C5
227000,110000,2021,Automatique,Diesel,7,1,HYUNDAI,TUCSON
49000,160000,2001,Manuelle,Essence,6,1,PEUGEOT,206
170000,250000,2001,Manuelle,Diesel,10,0,LAND-ROVER,DEFENDER
240000,129000,2015,Automatique,Diesel,8,0,AUDI,A6
197000,44000,2021,Manuelle,Diesel,6,0,HYUNDAI,I30
185000,24000,2023,Automatique,Essence,9,1,CHERY,TIGGO
135000,54000,2021,Automatique,Essence,9,1,DFSK,GLORY 580
430000,119000,2016,Automatique,Diesel,12,0,PORSCHE,MACAN
199000,109000,2018,Automatique,Diesel,12,1,JEEP,GRAND CHEROKEE
120000,77000,2017,Manuelle,Diesel,6,1,SEAT,IBIZA
420000,139000,2021,Automatique,Diesel,8,0,LAND-ROVER,RANGE ROVER EVOQUE
165000,74000,2023,Automatique,Essence,9,0,CHERY,TIGGO
270000,169000,2015,Automatique,Diesel,12,0,BMW,X5
400000,160000,2005,Manuelle,Diesel,10,0,LAND-ROVER,DEFENDER
290000,84000,2018,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
70000,140000,2010,Manuelle,Diesel,6,1,RENAULT,MEGANE
495000,94000,2017,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
160000,248000,2016,Automatique,Diesel,8,0,VOLKSWAGEN,GOLF 7
175000,79000,2018,Manuelle,Diesel,6,0,RENAULT,KADJAR
204000,99000,2021,Manuelle,Diesel,6,0,OPEL,GRANDLAND
135000,79000,2019,Automatique,Diesel,6,1,FIAT,TIPO
95000,94000,2016,Manuelle,Essence,8,0,PEUGEOT,208
33000,190000,2001,Manuelle,Diesel,7,0,FIAT,PALIO
420000,72000,2021,Automatique,Diesel,8,1,BMW,SERIE 5
200000,129000,2019,Automatique,Diesel,6,0,BMW,SERIE 1
194000,84000,2020,Manuelle,Diesel,6,1,RENAULT,KADJAR
174000,44000,2023,Manuelle,Diesel,6,1,PEUGEOT,208
239000,24000,2023,Automatique,Essence,9,1,MG,AUTRE
278000,79000,2022,Automatique,Diesel,6,1,KIA,SPORTAGE
173000,29000,2022,Manuelle,Diesel,6,1,OPEL,CORSA
340000,89000,2019,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE E
185000,89000,2018,Manuelle,Diesel,6,0,RENAULT,KADJAR
380000,119000,2019,Automatique,Diesel,8,1,BMW,SERIE 5
186000,119000,2019,Manuelle,Diesel,6,0,FORD,KUGA
299000,99000,2021,Automatique,Diesel,8,1,FORD,KUGA
270000,109000,2019,Automatique,Diesel,8,0,VOLKSWAGEN,TIGUAN
237000,97000,2018,Automatique,Diesel,8,1,PEUGEOT,3008
340000,32000,2018,Automatique,Diesel,11,1,JEEP,WRANGLER
130000,33000,2022,Automatique,Essence,7,1,FIAT,500
497000,100000,2018,Automatique,Diesel,8,0,AUDI,A5
250000,79000,2019,Automatique,Hybride,14,0,TOYOTA,RAV-4
235000,119000,2016,Automatique,Diesel,9,0,LAND-ROVER,DISCOVERY SPORT
230000,129000,2019,Manuelle,Diesel,8,0,PEUGEOT,3008
198000,84000,2020,Automatique,Diesel,8,0,VOLKSWAGEN,JETTA
122000,139000,2014,Manuelle,Diesel,6,0,NISSAN,JUKE
380000,109000,2021,Automatique,Diesel,8,1,AUDI,A5
375000,49000,2018,Automatique,Diesel,8,1,BMW,SERIE 4
230000,140000,2019,Automatique,Diesel,6,0,HONDA,CR-V
195000,108000,2022,Manuelle,Diesel,6,1,JEEP,COMPASS
38000,200000,2006,Manuelle,Diesel,11,0,SSANGYONG,REXTON
100000,147000,2010,Automatique,Diesel,12,1,JAGUAR,XF
125000,119076,2019,Manuelle,Diesel,6,0,OPEL,ASTRA
320000,109000,2019,Automatique,Diesel,8,1,VOLKSWAGEN,TIGUAN
176000,139000,2019,Automatique,Hybride,10,1,TOYOTA,COROLLA
255000,119000,2018,Automatique,Diesel,8,1,LAND-ROVER,RANGE ROVER EVOQUE
290000,99000,2018,Automatique,Diesel,8,0,BMW,X5
235000,199000,2015,Automatique,Diesel,9,0,BMW,X5
415000,179000,2018,Automatique,Diesel,8,0,MERCEDES-BENZ,CLASSE E
199000,54000,2021,Automatique,Essence,8,0,ABARTH,595
110000,29000,2019,Manuelle,Essence,6,0,HYUNDAI,I10
95000,130000,2012,Automatique,Diesel,8,0,RENAULT,LAGUNA
80000,284000,2011,Manuelle,Diesel,6,0,CITROEN,C3
37000,70966,1992,Manuelle,Essence,6,0,RENAULT,R4
354000,64000,2020,Automatique,Diesel,8,1,JAGUAR,E-PACE
256000,24000,2023,Automatique,Diesel,6,1,KIA,SELTOS
315000,79000,2019,Automatique,Diesel,8,1,DS,AUTRE
387000,44000,2020,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE CLA
195000,49000,2023,Manuelle,Diesel,6,1,OPEL,CROSSLAND
309000,59000,2020,Manuelle,Essence,9,0,BMW,SERIE 1
205000,54000,2022,Manuelle,Diesel,6,0,JEEP,COMPASS
305000,39000,2021,Automatique,Diesel,6,1,BMW,SERIE 2
345000,54000,2023,Automatique,Diesel,6,0,HYUNDAI,TUCSON
319000,69000,2021,Automatique,Diesel,8,0,VOLVO,S90
220000,59000,2020,Automatique,Hybride,10,0,TOYOTA,C-HR
160000,189000,2018,Automatique,Diesel,6,0,RENAULT,MEGANE
205000,139000,2017,Automatique,Diesel,12,0,JEEP,GRAND CHEROKEE
335000,9000,2024,Automatique,Diesel,8,0,SEAT,LEON
275000,109000,2018,Automatique,Diesel,8,0,AUDI,A6
220000,54000,2020,Manuelle,Diesel,6,0,KIA,SPORTAGE
230000,79000,2019,Automatique,Electrique,11,0,RENAULT,ZOE
430000,69000,2019,Automatique,Diesel,12,1,VOLKSWAGEN,TOUAREG
283000,67000,2016,Automatique,Diesel,8,1,MERCEDES-BENZ,CLASSE E
210000,50000,2022,Automatique,Diesel,6,1,OPEL,CROSSLAND
238000,105000,2017,Manuelle,Diesel,8,1,VOLKSWAGEN,TIGUAN
320000,77760,2019,Automatique,Diesel,9,1,HYUNDAI,SANTA FE
375000,109000,2020,Automatique,Diesel,10,0,VOLKSWAGEN,TOUAREG
114000,139000,2021,Manuelle,Diesel,5,0,FIAT,TIPO
